133	37.6	1.20E+02	1.32E+02	1.59E+02	1.28E+02	1.19E+02
134	84.8	1.20E+02	1.74E+02	1.38E+02	1.33E+02	1.48E+02
135	98	1.03E+02	5.49E+01	4.49E+01	2.99E+01	2.49E+01
136	87	8.82E+01	1.26E+02	8.56E+01	5.82E+01	7.05E+01
137	53.7	7.69E+01	1.05E+02	5.56E+01	3.42E+01	4.49E+01
138	36.3	6.90E+01	8.98E+01	1.12E+02	7.34E+01	5.32E+01
139	18.1	6.30E+01	4.87E+01	4.57E+01	3.87E+01	2.17E+01
140	43.8	5.76E+01	3.40E+01	2.25E+01	1.23E+01	1.52E+01
141	32.1	5.46E+01	3.41E+01	2.73E+01	1.51E+01	1.57E+01
142	11.8	5.08E+01	5.01E+01	7.52E+01	9.39E+01	1.29E+02
143	25	4.81E+01	4.14E+01	2.22E+01	2.75E+01	3.51E+01
144	37.8	5.17E+01	6.48E+01	5.70E+01	7.46E+01	9.16E+01
145	37.3	4.87E+01	3.90E+01	1.99E+01	1.35E+01	1.48E+01
146	14.4	4.53E+01	5.87E+01	6.68E+01	7.85E+01	5.30E+01
147	9.74	4.19E+01	5.98E+01	6.67E+01	7.86E+01	7.19E+01
148	0	3.93E+01	2.24E+01	1.65E+01	2.06E+01	2.17E+01
149	0	3.75E+01	3.26E+01	2.65E+01	2.42E+01	1.52E+01
150	25.7	3.59E+01	2.88E+01	3.87E+01	5.04E+01	7.00E+01
151	14.7	3.50E+01	5.08E+01	4.90E+01	6.99E+01	8.78E+01
152	22.9	3.41E+01	1.80E+01	1.07E+01	7.13E+00	4.31E+00
153	46.9	3.31E+01	2.39E+01	1.88E+01	2.54E+01	3.62E+01
154	17.1	3.22E+01	2.72E+01	1.89E+01	2.51E+01	2.50E+01
155	0	3.11E+01	4.25E+01	3.19E+01	1.94E+01	1.92E+01
156	0	3.01E+01	3.42E+01	2.96E+01	2.95E+01	3.42E+01
157	0	2.89E+01	2.72E+01	3.77E+01	3.12E+01	3.08E+01
158	0	2.77E+01	2.00E+01	1.47E+01	1.02E+01	5.61E+00
159	29.5	2.64E+01	2.74E+01	2.08E+01	1.16E+01	8.81E+00
160	33.4	2.52E+01	3.05E+01	1.70E+01	1.11E+01	1.27E+01
161	39.3	2.38E+01	3.13E+01	2.78E+01	3.39E+01	3.10E+01
162	15.3	2.26E+01	3.01E+01	3.63E+01	1.84E+01	2.01E+01
163	17.4	2.21E+01	1.44E+01	1.23E+01	1.46E+01	2.14E+01
164	36	2.16E+01	2.72E+01	2.01E+01	1.08E+01	1.27E+01
165	27.4	2.11E+01	1.61E+01	2.13E+01	3.19E+01	2.45E+01
166	54.2	2.05E+01	2.07E+01	2.24E+01	1.22E+01	1.21E+01
167	27.8	1.98E+01	1.34E+01	9.24E+00	8.18E+00	8.00E+00
168	0	1.91E+01	1.44E+01	7.95E+00	4.89E+00	2.77E+00
169	0	1.82E+01	2.54E+01	2.20E+01	2.90E+01	2.28E+01
170	0	1.80E+01	1.95E+01	1.86E+01	1.09E+01	1.52E+01
171	28.9	1.76E+01	2.58E+01	2.57E+01	3.75E+01	4.24E+01
172	45.8	1.73E+01	1.24E+01	1.63E+01	1.85E+01	2.11E+01
173	16.8	1.69E+01	1.85E+01	2.37E+01	1.69E+01	1.15E+01
174	16.1	1.65E+01	1.64E+01	1.54E+01	2.00E+01	2.28E+01
175	84.8	1.62E+01	2.28E+01	1.68E+01	1.19E+01	1.36E+01
176	76.1	1.58E+01	1.54E+01	1.30E+01	1.46E+01	1.40E+01
177	109	1.58E+01	2.26E+01	2.70E+01	3.82E+01	2.81E+01
178	67.9	1.54E+01	8.21E+00	1.22E+01	9.57E+00	5.96E+00
179	16.4	1.51E+01	2.05E+01	2.69E+01	3.56E+01	3.84E+01
180	0	1.48E+01	1.24E+01	1.41E+01	1.08E+01	8.51E+00
181	48	1.45E+01	1.20E+01	1.50E+01	1.18E+01	1.10E+01
182	92.6	1.46E+01	1.82E+01	1.72E+01	1.69E+01	2.07E+01
183	148	1.45E+01	1.08E+01	1.18E+01	1.23E+01	9.31E+00
184	117	1.63E+01	9.18E+00	1.04E+01	1.19E+01	1.40E+01
185	113	3.46E+01	5.07E+01	4.77E+01	7.08E+01	9.73E+01
186	81	5.74E+01	7.24E+01	7.20E+01	6.14E+01	4.53E+01
187	48.7	5.88E+01	2.97E+01	3.39E+01	4.48E+01	6.54E+01
188	14	5.14E+01	5.03E+01	4.54E+01	2.89E+01	3.40E+01
189	15.6	4.55E+01	2.97E+01	3.37E+01	3.32E+01	4.75E+01
190	44.6	4.32E+01	4.96E+01	2.97E+01	2.01E+01	1.25E+01
191	34.6	4.25E+01	3.46E+01	4.24E+01	3.88E+01	4.50E+01
192	60.9	4.25E+01	6.37E+01	3.60E+01	5.19E+01	3.85E+01
193	84.9	4.41E+01	6.16E+01	4.73E+01	2.55E+01	3.62E+01
194	48.3	4.30E+01	5.83E+01	6.08E+01	5.81E+01	7.25E+01
195	11.6	4.11E+01	2.95E+01	1.96E+01	2.14E+01	1.39E+01
196	12.2	3.93E+01	3.87E+01	4.45E+01	5.49E+01	4.34E+01
197	23.3	3.99E+01	2.19E+01	1.15E+01	1.04E+01	9.99E+00
198	33.1	7.04E+01	5.47E+01	4.55E+01	5.40E+01	5.18E+01
199	45.5	7.28E+01	6.70E+01	5.75E+01	5.82E+01	7.14E+01
200	65.4	6.31E+01	7.07E+01	6.67E+01	5.84E+01	7.59E+01
201	54.2	5.49E+01	7.23E+01	5.28E+01	3.40E+01	3.47E+01
202	39.4	4.93E+01	3.35E+01	4.72E+01	2.65E+01	1.99E+01
203	24.5	4.52E+01	6.31E+01	7.35E+01	9.67E+01	1.38E+02
204	22.8	4.25E+01	2.26E+01	2.90E+01	2.12E+01	2.09E+01
205	16.2	4.03E+01	5.69E+01	6.76E+01	8.89E+01	1.32E+02
206	45.2	3.95E+01	3.28E+01	1.75E+01	2.52E+01	2.86E+01
207	50.3	3.76E+01	2.60E+01	2.03E+01	2.19E+01	1.34E+01
208	9.08	3.54E+01	3.91E+01	4.53E+01	4.35E+01	5.97E+01
209	0	3.46E+01	3.91E+01	4.45E+01	5.99E+01	7.73E+01
210	0	3.38E+01	2.83E+01	1.81E+01	1.02E+01	1.23E+01
211	0	3.31E+01	4.91E+01	2.81E+01	3.66E+01	4.75E+01
212	0	3.25E+01	3.28E+01	3.74E+01	3.80E+01	2.33E+01
213	0	3.15E+01	4.67E+01	2.79E+01	2.86E+01	3.73E+01
214	0	3.06E+01	2.46E+01	2.95E+01	3.29E+01	4.23E+01
215	0	2.95E+01	1.65E+01	1.60E+01	2.37E+01	3.55E+01
216	0	2.83E+01	3.50E+01	1.91E+01	2.07E+01	2.86E+01
217	0	2.71E+01	2.62E+01	2.49E+01	3.71E+01	4.06E+01
218	0	3.11E+01	4.44E+01	4.94E+01	3.52E+01	4.97E+01
219	60.8	3.00E+01	4.02E+01	5.38E+01	5.07E+01	4.12E+01
220	122	2.93E+01	3.98E+01	5.50E+01	7.27E+01	8.52E+01
221	93.2	2.88E+01	3.79E+01	4.82E+01	3.55E+01	3.57E+01
222	83.9	2.81E+01	2.87E+01	1.55E+01	7.89E+00	1.04E+01
223	106	2.77E+01	1.48E+01	1.26E+01	1.17E+01	1.58E+01
224	95.5	3.47E+01	3.26E+01	3.60E+01	1.81E+01	1.87E+01
225	83.2	3.32E+01	3.85E+01	4.97E+01	4.88E+01	5.55E+01
226	36.6	3.23E+01	2.27E+01	2.41E+01	2.81E+01	1.92E+01
227	15.6	3.15E+01	4.31E+01	5.23E+01	3.16E+01	1.98E+01
228	65.2	3.11E+01	4.59E+01	5.58E+01	4.75E+01	6.35E+01
229	75.9	3.11E+01	1.90E+01	9.93E+00	1.43E+01	1.61E+01
230	70.8	3.21E+01	2.93E+01	1.80E+01	2.63E+01	2.18E+01
231	51.3	3.16E+01	3.93E+01	3.07E+01	2.04E+01	1.68E+01
232	13.3	3.12E+01	4.35E+01	5.20E+01	2.67E+01	2.77E+01
233	16.9	3.08E+01	4.11E+01	2.88E+01	1.61E+01	2.18E+01
234	92.6	3.03E+01	2.42E+01	2.21E+01	2.40E+01	2.48E+01
235	35.7	3.58E+01	3.77E+01	2.03E+01	2.53E+01	2.20E+01
236	40.2	3.76E+01	3.64E+01	4.92E+01	6.71E+01	5.73E+01
237	59.2	3.78E+01	3.31E+01	2.01E+01	2.33E+01	2.55E+01
238	64.9	8.81E+01	5.20E+01	4.42E+01	4.33E+01	4.78E+01
239	83.9	8.13E+01	5.55E+01	4.37E+01	5.90E+01	3.05E+01
240	74	6.95E+01	6.79E+01	7.70E+01	6.33E+01	7.15E+01
241	61.2	6.04E+01	5.84E+01	6.98E+01	9.80E+01	6.01E+01
242	58.4	5.39E+01	7.97E+01	5.22E+01	2.77E+01	1.50E+01
243	52.5	4.90E+01	2.94E+01	3.45E+01	4.82E+01	6.43E+01
244	36.5	4.59E+01	6.74E+01	4.04E+01	2.16E+01	1.54E+01
245	32	4.39E+01	3.62E+01	1.86E+01	1.62E+01	8.88E+00
246	34	4.17E+01	2.18E+01	3.03E+01	3.54E+01	3.34E+01
247	34.3	3.96E+01	5.14E+01	3.30E+01	2.94E+01	2.19E+01
248	33.5	3.76E+01	4.15E+01	2.61E+01	2.62E+01	1.42E+01
249	21.7	3.60E+01	3.07E+01	2.83E+01	1.94E+01	2.36E+01
250	0	3.50E+01	3.17E+01	1.70E+01	8.64E+00	5.29E+00
251	0	3.41E+01	4.83E+01	4.86E+01	6.78E+01	8.81E+01
252	25.6	3.35E+01	1.79E+01	1.25E+01	7.76E+00	1.09E+01
253	80.8	4.12E+01	3.82E+01	2.50E+01	1.62E+01	8.12E+00
254	93.8	6.73E+01	7.67E+01	5.12E+01	7.50E+01	7.53E+01
255	107	6.73E+01	6.35E+01	8.25E+01	5.22E+01	4.91E+01
256	109	6.13E+01	5.82E+01	5.56E+01	7.88E+01	6.93E+01
257	94	5.77E+01	7.72E+01	8.07E+01	7.08E+01	1.01E+02
258	67	5.64E+01	5.77E+01	4.87E+01	6.33E+01	5.89E+01
259	43.1	5.63E+01	2.99E+01	3.26E+01	4.26E+01	2.82E+01
260	46.5	5.66E+01	7.22E+01	1.05E+02	1.28E+02	1.08E+02
261	61.5	6.49E+01	7.63E+01	5.05E+01	5.00E+01	5.76E+01
262	56.8	6.54E+01	8.67E+01	7.17E+01	4.80E+01	6.83E+01
263	45.2	6.21E+01	4.61E+01	3.00E+01	4.04E+01	3.93E+01
264	34.5	5.83E+01	4.03E+01	5.97E+01	6.59E+01	4.34E+01
265	57.9	5.46E+01	5.77E+01	7.82E+01	8.70E+01	8.87E+01
266	46.7	5.13E+01	2.68E+01	1.47E+01	1.09E+01	9.84E+00
267	32	4.78E+01	6.18E+01	5.88E+01	6.70E+01	4.71E+01
268	32.7	4.46E+01	5.75E+01	4.11E+01	5.77E+01	5.98E+01
269	33.5	4.15E+01	3.76E+01	3.03E+01	4.29E+01	2.45E+01
270	63.4	3.90E+01	5.36E+01	4.50E+01	4.26E+01	3.67E+01
271	72.9	3.76E+01	1.94E+01	2.73E+01	3.33E+01	3.73E+01
272	49.8	3.62E+01	4.40E+01	5.42E+01	5.63E+01	3.78E+01
273	24.3	3.48E+01	1.84E+01	2.17E+01	2.87E+01	2.79E+01
274	10.1	3.34E+01	2.98E+01	4.19E+01	5.05E+01	7.45E+01
275	43.6	3.22E+01	1.63E+01	2.08E+01	1.29E+01	1.18E+01
276	43.2	3.15E+01	1.94E+01	2.21E+01	1.12E+01	1.33E+01
277	34.7	3.10E+01	2.02E+01	1.59E+01	1.79E+01	2.18E+01
278	36.1	3.04E+01	1.91E+01	1.63E+01	2.30E+01	1.32E+01
279	36.6	2.97E+01	1.69E+01	2.07E+01	2.08E+01	1.10E+01
280	37	2.89E+01	2.68E+01	3.09E+01	2.39E+01	1.86E+01
281	25.6	2.81E+01	3.84E+01	2.71E+01	1.77E+01	1.60E+01
282	0	2.73E+01	2.29E+01	1.99E+01	1.46E+01	1.33E+01
283	23.7	2.62E+01	3.13E+01	2.14E+01	1.22E+01	1.03E+01
284	13.4	2.53E+01	2.70E+01	2.39E+01	3.39E+01	4.76E+01
285	0	2.41E+01	3.14E+01	3.94E+01	5.75E+01	6.54E+01
286	0	2.31E+01	2.22E+01	2.78E+01	2.05E+01	2.31E+01
287	19.7	2.21E+01	1.40E+01	1.31E+01	1.77E+01	1.60E+01
288	50.9	2.18E+01	3.01E+01	4.05E+01	4.89E+01	4.99E+01
289	51.3	2.14E+01	1.71E+01	1.05E+01	1.07E+01	7.42E+00
290	78.1	2.09E+01	3.11E+01	3.44E+01	4.49E+01	5.32E+01
291	94.8	2.03E+01	2.78E+01	4.01E+01	3.17E+01	2.39E+01
292	90.6	1.96E+01	2.66E+01	3.92E+01	5.21E+01	4.91E+01
293	87.1	2.03E+01	1.10E+01	5.56E+00	6.70E+00	3.96E+00
294	39.3	1.95E+01	1.23E+01	1.69E+01	2.19E+01	2.15E+01
295	46.2	1.88E+01	2.16E+01	2.16E+01	1.46E+01	2.01E+01
296	59	1.82E+01	1.59E+01	1.19E+01	1.55E+01	1.87E+01
297	43.1	1.78E+01	2.55E+01	3.39E+01	3.29E+01	2.77E+01
298	17.2	1.73E+01	2.23E+01	2.04E+01	1.66E+01	1.29E+01
299	0	1.68E+01	1.80E+01	1.60E+01	2.37E+01	3.42E+01
300	57.1	1.64E+01	9.95E+00	1.38E+01	1.44E+01	1.53E+01
301	729	4.59E+02	3.00E+02	3.83E+02	1.93E+02	1.62E+02
302	126	5.78E+02	5.10E+02	7.53E+02	6.27E+02	3.77E+02
303	216	5.34E+02	4.17E+02	2.21E+02	1.79E+02	1.46E+02
304	218	4.28E+02	3.59E+02	5.15E+02	3.69E+02	4.85E+02
305	199	3.50E+02	1.79E+02	2.39E+02	3.44E+02	2.10E+02
306	180	2.88E+02	2.10E+02	2.88E+02	2.78E+02	2.01E+02
307	148	2.40E+02	2.27E+02	2.23E+02	3.01E+02	3.97E+02
308	123	2.05E+02	2.99E+02	3.40E+02	1.83E+02	2.58E+02
309	115	1.76E+02	1.82E+02	1.54E+02	1.11E+02	8.40E+01
310	103	1.53E+02	1.10E+02	1.07E+02	1.51E+02	1.16E+02
311	73.4	1.43E+02	1.03E+02	1.40E+02	1.81E+02	2.26E+02
312	53.7	1.26E+02	1.52E+02	2.14E+02	2.11E+02	1.39E+02
313	37.8	1.11E+02	8.30E+01	5.17E+01	7.47E+01	8.64E+01
314	57.8	9.78E+01	4.91E+01	3.34E+01	2.54E+01	1.31E+01
315	75.5	8.78E+01	5.46E+01	5.26E+01	7.51E+01	4.67E+01
316	52.6	7.93E+01	9.94E+01	8.33E+01	9.11E+01	1.24E+02
317	42.3	7.22E+01	9.87E+01	1.16E+02	9.04E+01	8.41E+01
318	28.3	6.61E+01	7.22E+01	1.06E+02	7.87E+01	4.31E+01
319	26.4	6.15E+01	7.25E+01	8.72E+01	6.17E+01	8.92E+01
320	25.3	5.75E+01	4.79E+01	4.99E+01	3.62E+01	2.49E+01
321	20.8	5.36E+01	5.97E+01	5.84E+01	4.16E+01	4.20E+01
322	0	5.07E+01	5.79E+01	6.60E+01	5.16E+01	7.54E+01
323	0	4.82E+01	6.84E+01	5.96E+01	6.57E+01	3.46E+01
324	0	4.55E+01	3.34E+01	1.84E+01	1.77E+01	9.49E+00
325	0	4.31E+01	3.38E+01	4.09E+01	2.69E+01	1.63E+01
326	0	4.13E+01	2.89E+01	3.53E+01	2.64E+01	2.08E+01
327	16.9	1.05E+02	6.72E+01	6.94E+01	8.70E+01	6.04E+01
328	64.8	1.06E+02	9.36E+01	1.03E+02	1.01E+02	8.76E+01
329	67.5	9.10E+01	1.04E+02	1.04E+02	1.26E+02	1.14E+02
330	84.1	8.42E+01	1.19E+02	1.57E+02	1.70E+02	1.41E+02
331	83.2	1.29E+02	9.38E+01	9.75E+01	1.06E+02	1.11E+02
332	95.5	1.27E+02	1.67E+02	1.46E+02	1.50E+02	1.95E+02
333	98.1	1.23E+02	7.85E+01	7.85E+01	5.29E+01	6.60E+01
334	101	1.08E+02	1.58E+02	1.26E+02	8.44E+01	5.53E+01
335	96.4	9.46E+01	1.17E+02	1.07E+02	1.16E+02	1.51E+02
336	79.8	8.38E+01	1.12E+02	1.65E+02	1.74E+02	1.85E+02
337	48.8	7.65E+01	6.00E+01	5.97E+01	7.23E+01	4.54E+01
338	39.9	7.07E+01	6.88E+01	6.80E+01	8.76E+01	7.98E+01
339	41.6	6.53E+01	6.59E+01	6.49E+01	5.31E+01	4.49E+01
340	64	6.08E+01	4.02E+01	2.85E+01	2.16E+01	1.42E+01
341	54.2	5.67E+01	8.46E+01	9.50E+01	1.30E+02	6.65E+01
342	41.2	5.26E+01	5.86E+01	7.69E+01	9.35E+01	1.24E+02
343	42.4	4.92E+01	5.75E+01	3.35E+01	2.78E+01	1.64E+01
344	42.8	4.66E+01	6.26E+01	6.04E+01	3.45E+01	3.39E+01
345	41.9	4.44E+01	6.63E+01	8.93E+01	1.26E+02	6.59E+01
346	39.3	4.20E+01	5.10E+01	7.60E+01	8.59E+01	4.45E+01
